SampleID,Customer Name,Attention,Address 1,Address 2,Address 3,Post Code,Telephone,Fax Number,Unique Code,Customer Reference,Second Customer Reference,Serial Number,General Description,System Description,Manufacturer,Model,Oil/Fluid Long Name,Oil/Fluid Short Name,Unit Type,Test Suite,Laboratory Ref,Unit Hours,Oil/Fluid Hours,Oil/Fluid Added,Completed Date,Date Taken,Alert Level,Ticket Number,Analyst,Aircraft Registration,Receipt Date,Booked In date,Site,Fuel Type,Prepaid,Sample Reason,Oil Changed,Lab Memo,Billing Date,Due Date,Delivery Reference,Oil/Fluid ID,Billing Completed,Viscosity at 40°C (cSt),Viscosity at 100°C (cSt),Water (% wt),Soot by FTIR (% wt),TAN (mgKOH/g),TBN (mgKOH/g),Phosphorus (% wt),Zinc (% wt),Calcium (% wt),Barium (% wt),Magnesium (% wt),Aluminium (ppm),Iron (ppm),Chromium (ppm),Copper (ppm),Lead (ppm),Tin (ppm),Silicon (ppm),Sodium (ppm),Boron (ppm),Vanadium (ppm),Molybdenum (ppm),Nickel (ppm),Silver (ppm),Titanium (ppm),Manganese (ppm),Cadmium (ppm),Antimony (ppm),Lithium (ppm),Sulphur (ICP) (ppm),Chlorine (ICP) (ppm),PS 4 - 6 µm (per 100ml),PS 6 - 14 µm (per 100ml),PS 14 - 21 µm (per 100ml),PS 21 - 38 µm (per 100ml),PS > 38 µm (per 100ml),ISO 4406 1999 (4>6>14µm),Oxidation (Abs/cm),Nitration (Abs/cm),Glycol (POS/NEG),IpH (pH Units),TGA (NA) (% wt),Volume/ Capacity,Component Serial Number,Cobalt (ppm),Potassium (ppm),Sulphur (Multiple),Chlorine (Multiple)
163996,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1230,J AK31,-,1482453,Berkenrijs 2,Engine,Jenbacher,JMS 624 K11,Jenbacher N Oil 40,-,E,GEJ-PC,GEAG74164,1913,1913,-,23/01/2022 16:28 23/01,13/01/2022 00:00 13/01,Normal (Green),1034509,andy,1482450,19/01/2022 12:00 19/01,19/01/2022 16:54:57,Berkenrijs 2,NG1,True,Routine,-,-,23/01/2022 16:28:12,21/01/2022 12:00:00,-,244,N,133,14.7,<0.05,0.07,3.59,3.5,0.0314,0.0364,0.2030,<0.0001,0.0008,3,18,<1,5,8,1,2,<1,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,2728,<15,55865000,1682000,30000,14000,1000,26/21/16,13,4,NEG,5.50,-,-,-,-,<1,2728,<15,
153127,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1230,J AK31,-,1482453,Berkenrijs 2,Engine,Jenbacher,JMS 624 K11,Jenbacher N Oil 40,-,E,GEJ-PC,GEAG73390,1394,1394,-,05/01/2022 20:04 05/01,16/12/2021 00:00 16/12,Normal (Green),1050594,andy,1482450,30/12/2021 16:00 30/12,31/12/2021 10:45:20,Berkenrijs 2,NG1,True,Routine,-,-,05/01/2022 20:03:46,04/01/2022 16:00:00,-,244,Y,131,14.6,0.0523,0.06,3.24,4.3,0.0299,0.0328,0.1976,<0.0001,0.0007,3,14,<1,5,6,1,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2522,<15,2228020,18770,120,60,110,22/15/9,10,3,NEG,5.84,-,-,-,-,<1,2522,<15,
163840,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1231,J AK19,-,1482097,Den Breyn 2,Engine,Jenbacher,JMS  616 F11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74016,1869,1869,-,20/01/2022 21:25 20/01,10/01/2022 00:00 10/01,Normal (Green),1034123,andy,1482096,17/01/2022 12:30 17/01,17/01/2022 16:36:35,Den Breyn 2,NG1,True,Routine,-,-,20/01/2022 21:24:56,19/01/2022 12:30:00,-,244,N,133,14.8,<0.05,0.11,3.26,4.1,0.0328,0.0392,0.2150,<0.0001,0.0007,3,17,1,4,6,1,3,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2546,<15,-,-,-,-,-,-,11,3,NEG,5.83,-,-,-,<1,<1,2546,<15,
153106,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1231,J AK19,-,1482097,Den Breyn 2,Engine,Jenbacher,JMS  616 F11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73369,1597,1597,-,05/01/2022 12:15 05/01,16/12/2021 00:00 16/12,Normal (Green),1050586,willr,1482096,30/12/2021 16:00 30/12,31/12/2021 10:10:17,Den Breyn 2,NG1,True,Routine,-,-,05/01/2022 11:13:54,04/01/2022 16:00:00,-,244,Y,132,14.8,0.0525,0.10,3.09,4.4,0.0324,0.0366,0.2204,<0.0001,0.0007,3,16,1,4,7,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2608,<15,-,-,-,-,-,-,10,3,NEG,5.96,-,-,-,-,<1,2608,<15,
163833,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1232,J AK18,-,1482037,Den Breyn 3,Engine,Jenbacher,JMS  612 J11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74009,1874,1874,-,21/01/2022 11:19 21/01,10/01/2022 00:00 10/01,Normal (Green),1034124,Neil,1482012,17/01/2022 12:30 17/01,17/01/2022 16:29:37,Den Breyn 3,NG1,True,Routine,-,-,21/01/2022 10:19:21,19/01/2022 12:30:00,-,244,N,133,14.8,<0.05,0.08,3.43,3.7,0.0314,0.0372,0.2040,<0.0001,0.0007,3,15,<1,5,9,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2461,<15,-,-,-,-,-,-,12,3,NEG,5.58,-,-,-,<1,<1,2461,<15,
153129,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1232,J AK18,-,1482037,Den Breyn 3,Engine,Jenbacher,JMS  612 J11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73392,1600,1600,-,05/01/2022 13:40 05/01,16/12/2021 00:00 16/12,Normal (Green),1050588,willr,1482012,30/12/2021 16:00 30/12,31/12/2021 10:49:12,Den Breyn 3,NG1,True,Routine,-,-,05/01/2022 12:40:29,04/01/2022 16:00:00,-,244,Y,132,14.7,0.0527,0.06,3.36,3.9,0.0308,0.0344,0.2082,<0.0001,0.0007,3,14,<1,5,9,1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2497,<15,-,-,-,-,-,-,10,3,NEG,5.70,-,-,-,-,<1,2497,<15,
163829,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1233,J E040,-,1254833,Optiflor 1,Engine,Jenbacher,JMS 616 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74005,1395,1395,-,20/01/2022 17:36 20/01,11/01/2022 00:00 11/01,Normal (Green),1034207,andy,5095191,17/01/2022 12:30 17/01,17/01/2022 16:26:38,Optiflor 1,NG1,True,Routine,-,-,20/01/2022 17:36:48,19/01/2022 12:30:00,-,244,N,128,14.3,<0.05,0.08,2.65,4.5,0.0319,0.0365,0.2018,<0.0001,0.0008,3,9,<1,2,1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2443,<15,-,-,-,-,-,-,8,3,NEG,6.05,-,-,-,<1,1,2443,<15,
163852,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1235,J X068,-,1255905,Ter Laak 3 (612),Engine,Jenbacher,JMS 612 J03 50,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74028,22128,674,-,21/01/2022 09:56 21/01,12/01/2022 00:00 12/01,Normal (Green),1037966,Neil,1345609,17/01/2022 12:30 17/01,17/01/2022 16:50:53,Ter Laak 3 (612),NG1,True,Routine,-,-,21/01/2022 08:56:33,19/01/2022 12:30:00,-,244,N,124,14.1,<0.05,0.07,2.54,4.7,0.0297,0.0335,0.1864,<0.0001,0.0007,3,4,<1,<1,<1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2361,<15,-,-,-,-,-,-,7,3,NEG,6.62,-,-,-,<1,<1,2361,<15,
163987,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1237,J AG35,-,1471995,UMC Utrecht 2,Engine,Jenbacher,JMS 616 J11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74155,3000,1000,-,22/01/2022 12:32 22/01,06/01/2022 00:00 06/01,Normal (Green),1039437,anthonymann,1471994,19/01/2022 12:00 19/01,19/01/2022 16:27:00,UMC Utrecht 2,NG 1,True,Routine,Y,on label oil brand >mobil,22/01/2022 12:32:02,21/01/2022 12:00:00,-,244,N,128,14.4,<0.05,0.06,2.50,5.0,0.0307,0.0352,0.1895,<0.0001,0.0010,3,4,<1,<1,<1,<1,2,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,2591,<15,-,-,-,-,-,-,6,3,NEG,6.31,-,-,-,-,<1,2591,<15,
153141,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1237,J AG35,-,1471995,UMC Utrecht 2,Engine,Jenbacher,JMS 616 J11,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45707,2500,500,-,05/01/2022 09:22 05/01,15/12/2021 00:00 15/12,Normal (Green),1041077,Neil,1471994,30/12/2021 12:30 30/12,30/12/2021 13:41:13,UMC Utrecht 2,NG 1,True,Routine,-,-,05/01/2022 09:21:46,04/01/2022 12:30:00,-,244,Y,122,14.0,<0.05,<0.01,1.87,6.3,0.0305,0.0340,0.1823,<0.0001,0.0009,2,3,<1,<1,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2258,<15,-,-,-,-,-,-,2,2,NEG,7.16,-,-,-,-,<1,2258,<15,
163755,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1238,J C977,-,1255437,Wubben 2,Engine,Jenbacher,JMS 416 A05,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73937,1578,1578,-,18/01/2022 21:11 18/01,07/01/2022 00:00 07/01,Normal (Green),1046943,ElizabethF,4608411,14/01/2022 14:00 14/01,15/01/2022 15:55:25,Wubben 2,NG1,True,Routine,-,-,18/01/2022 15:11:47,18/01/2022 14:00:00,-,244,Y,136,14.8,<0.05,0.06,3.45,4.3,0.0362,0.0436,0.2494,<0.0001,0.0010,4,5,<1,<1,6,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2788,<15,-,-,-,-,-,-,14,4,NEG,6.01,-,-,-,-,2,2788,<15,
153178,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1238,J C977,-,1255437,Wubben 2,Engine,Jenbacher,JMS 416 A05,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45744,1245,1245,-,06/01/2022 15:35 06/01,17/12/2021 00:00 17/12,Normal (Green),1052243,willr,4608411,30/12/2021 12:30 30/12,30/12/2021 14:27:30,Wubben 2,NG1,True,Routine,-,-,06/01/2022 15:34:51,04/01/2022 12:30:00,-,244,Y,133,14.7,<0.05,<0.01,2.79,4.9,0.0337,0.0403,0.2248,<0.0001,0.0009,3,5,<1,<1,4,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2369,<15,-,-,-,-,-,-,10,3,NEG,6.18,-,-,-,-,1,2369,<15,
153526,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1240,J AM22,-,1486827,Trias Wastland 2,Engine,Jenbacher,JMS 416 B512,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73689,377,377,-,12/01/2022 19:40 12/01,05/01/2022 00:00 05/01,Normal (Green),1048860,andy,1486826,10/01/2022 12:10 10/01,10/01/2022 13:55:49,Trias Wastland,NG1,True,Routine,-,-,12/01/2022 19:40:16,12/01/2022 12:10:00,-,244,Y,119,13.7,<0.05,0.05,1.98,6.2,0.0296,0.0353,0.1904,<0.0001,0.0007,2,3,<1,1,<1,<1,3,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2393,<15,-,-,-,-,-,-,3,2,NEG,7.61,-,-,-,<1,<1,2393,<15,
163816,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1243,J AF11,-,1468500,Rodalin I M1 (616),Engine,Jenbacher,JMS 616 J02,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73992,1402,1402,-,20/01/2022 16:44 20/01,12/01/2022 00:00 12/01,Normal (Green),1047275,andy,1468494,17/01/2022 12:30 17/01,17/01/2022 16:17:22,Rodalin I M1,NG1,True,Routine,-,-,20/01/2022 16:44:37,19/01/2022 12:30:00,-,244,N,132,14.7,<0.05,0.09,3.23,4.1,0.0322,0.0383,0.2097,<0.0001,0.0009,3,14,1,4,5,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2565,<15,-,-,-,-,-,-,11,3,NEG,5.92,-,-,-,<1,<1,2565,<15,
153077,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1243,J AF11,-,1468500,Rodalin I M1 (616),Engine,Jenbacher,JMS 616 J02,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73340,1115,1115,-,04/01/2022 15:56 04/01,20/12/2021 00:00 20/12,Normal (Green),1050495,willr,1468494,30/12/2021 13:00 30/12,30/12/2021 17:26:49,Rodalin I M1,NG1,True,Routine,-,-,04/01/2022 14:55:56,04/01/2022 13:00:00,-,244,Y,131,14.6,<0.05,0.08,3.02,4.3,0.0320,0.0355,0.2150,<0.0001,0.0008,3,11,<1,4,5,1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2625,<15,-,-,-,-,-,-,10,2,NEG,6.26,-,-,-,-,<1,2625,<15,
163885,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1244,J AF19,-,1468724,Rodalin I M2 (420),Engine,Jenbacher,JMS 420 C05,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74061,987,987,-,21/01/2022 10:40 21/01,12/01/2022 00:00 12/01,Normal (Green),1047276,Neil,1468745,17/01/2022 12:30 17/01,17/01/2022 18:09:42,Rodalin I M2,NG1,True,Routine,-,-,21/01/2022 09:40:48,19/01/2022 12:30:00,-,244,N,131,14.8,<0.05,0.06,2.83,3.8,0.0308,0.0374,0.2053,<0.0001,0.0008,3,7,1,1,3,<1,4,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,2338,<15,-,-,-,-,-,-,9,3,NEG,5.80,-,-,-,<1,2,2338,<15,
153072,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1244,J AF19,-,1468724,Rodalin I M2 (420),Engine,Jenbacher,JMS 420 C05,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73335,718,718,-,04/01/2022 16:21 04/01,20/12/2021 00:00 20/12,Normal (Green),1050497,ling,1468745,30/12/2021 13:00 30/12,30/12/2021 17:22:44,Rodalin I M2,NG1,True,Routine,-,-,04/01/2022 16:20:41,04/01/2022 13:00:00,-,244,Y,146,14.5,<0.05,0.05,2.59,4.3,0.0304,0.0351,0.2131,<0.0001,0.0008,3,7,1,<1,3,<1,3,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2479,<15,-,-,-,-,-,-,7,3,NEG,6.28,-,-,-,-,<1,2479,<15,
153584,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1245,J Y014,-,1256386,Schenkeveld Schiphol M8,Engine,Jenbacher,JMS 624 GS,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73747,1317,1317,-,13/01/2022 16:25 13/01,05/01/2022 00:00 05/01,Advanced (Red),1050010,andy,1377867,10/01/2022 14:34 10/01,10/01/2022 14:36:43,Schenkeveld Schiphol M8,NG1,True,Routine,-,-,13/01/2022 16:25:05,12/01/2022 14:34:00,-,244,Y,131,14.7,<0.05,0.08,3.42,3.9,0.0305,0.0359,0.1961,<0.0001,0.0009,3,19,<1,4,12,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2500,<15,-,-,-,-,-,-,12,3,NEG,5.76,-,-,-,<1,<1,2500,<15,
153184,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1245,J Y014,-,1256386,Schenkeveld Schiphol M8,Engine,Jenbacher,JMS 624 GS,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45750,908,908,-,06/01/2022 08:20 06/01,15/12/2021 00:00 15/12,Advanced (Red),1052246,Neil,1377867,30/12/2021 12:30 30/12,30/12/2021 14:32:36,Schenkeveld Schiphol M8,NG1,True,Routine,-,-,06/01/2022 08:20:01,04/01/2022 12:30:00,-,244,Y,127,14.3,<0.05,0.01,2.55,4.5,0.0308,0.0355,0.1917,<0.0001,0.0008,2,11,<1,4,10,1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2274,<15,-,-,-,-,-,-,8,2,NEG,6.05,-,-,-,-,<1,2274,<15,
163848,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1246,J AM17,-,1486634,Middenmeer 5,Engine,Jenbacher,JMS 624 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74024,1735,1735,-,21/01/2022 09:47 21/01,10/01/2022 00:00 10/01,Early (Yellow),54183,Neil,1486592,17/01/2022 12:30 17/01,17/01/2022 16:42:27,Middenmeer 5,NG1,True,Routine,-,-,21/01/2022 08:47:21,19/01/2022 12:30:00,-,244,N,132,14.7,0.0578,0.07,3.87,3.4,0.0316,0.0369,0.2029,<0.0001,0.0007,3,12,<1,4,6,1,3,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2550,<15,-,-,-,-,-,-,11,5,NEG,5.34,-,-,-,<1,<1,2550,<15,
153529,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1246,J AM17,-,1486634,Middenmeer 5,Engine,Jenbacher,JMS 624 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73692,1511,1511,-,12/01/2022 19:44 12/01,23/12/2021 00:00 23/12,Normal (Green),1050130,andy,1486592,10/01/2022 12:10 10/01,10/01/2022 13:58:04,Middenmeer 5,NG1,True,Routine,-,Different site name on label,12/01/2022 19:44:04,12/01/2022 12:10:00,-,244,Y,131,14.7,0.0594,0.06,3.15,3.7,0.0311,0.0363,0.1971,<0.0001,0.0007,3,11,<1,3,4,1,3,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2514,<15,-,-,-,-,-,-,10,4,NEG,5.64,-,-,-,<1,<1,2514,<15,
153580,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1247,J AM17,-,1486633,Middenmeer 6,Engine,Jenbacher,JMS 624 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73743,1590,1590,-,13/01/2022 11:35 13/01,23/12/2021 00:00 23/12,Early (Yellow),1050131,Neil,1486628,10/01/2022 14:34 10/01,10/01/2022 14:36:33,Middenmeer 6,NG1,True,Routine,-,-,13/01/2022 10:35:21,12/01/2022 14:34:00,-,244,Y,132,14.8,0.0596,0.07,3.79,3.6,0.0308,0.0356,0.1963,<0.0001,0.0007,3,14,<1,3,5,1,2,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2536,<15,-,-,-,-,-,-,11,5,NEG,5.48,-,-,-,<1,<1,2536,<15,
163826,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1248,J AM82,-,1488815,Aardwarmte Vogelaer M1,Engine,Jenbacher,JMS 416 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEAG74002,2604,2604,-,20/01/2022 17:30 20/01,11/01/2022 00:00 11/01,Normal (Green),1034203,andy,1488814,17/01/2022 12:30 17/01,17/01/2022 16:24:26,Aardwarmte Vogelaer M1,BG,True,Routine,-,-,20/01/2022 17:29:51,19/01/2022 12:30:00,-,244,N,124,14.2,<0.05,0.06,2.18,5.5,0.0312,0.0362,0.2004,<0.0001,0.0007,3,2,<1,2,<1,<1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2395,<15,-,-,-,-,-,-,6,3,NEG,7.24,-,-,-,<1,<1,2395,<15,
153189,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1248,J AM82,-,1488815,Aardwarmte Vogelaer M1,Engine,Jenbacher,JMS 416 GS-N.L,Jenbacher N Oil 40,-,E,GEJ-01,GEUK45755,1968,1968,-,06/01/2022 08:31 06/01,15/12/2021 00:00 15/12,Normal (Green),1050411,Neil,1488814,30/12/2021 12:30 30/12,30/12/2021 14:37:08,Aardwarmte Vogelaer M1,BG,True,Routine,-,-,06/01/2022 08:30:18,04/01/2022 12:30:00,-,244,Y,139,15.3,<0.05,<0.01,3.05,4.9,0.0355,0.0440,0.2432,<0.0001,0.0008,4,5,<1,6,7,<1,2,4,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2392,<15,-,-,-,-,-,-,14,2,NEG,6.24,-,-,-,-,<1,2392,<15,
153619,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1249,J M240,-,1254107,Franke 1,Engine,Jenbacher,JMS 612,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73782,649,649,-,13/01/2022 11:10 13/01,07/01/2022 00:00 07/01,Normal (Green),1034115,willr,3800331,11/01/2022 13:30 11/01,11/01/2022 15:35:28,Franke 1,NG1,True,Routine,-,-,13/01/2022 10:09:31,13/01/2022 13:30:00,-,244,Y,124,14.3,<0.05,0.07,2.18,5.3,0.0314,0.0351,0.2014,<0.0001,0.0008,3,11,<1,4,<1,1,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2502,<15,-,-,-,-,-,-,7,2,NEG,6.80,-,-,-,-,2,2502,<15,
163751,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1250,J AI33,-,1477160,Mepetom 1 (nieuw),Engine,Jenbacher,JMS 620 J11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73933,1152,1152,-,19/01/2022 11:21 19/01,06/01/2022 00:00 06/01,Normal (Green),1048802,Neil,1477154,14/01/2022 14:00 14/01,15/01/2022 15:51:57,Mepetom 1 (nieuw),NG1,True,Routine,-,-,19/01/2022 10:21:19,18/01/2022 14:00:00,-,244,Y,131,14.6,<0.05,0.10,3.38,4.0,0.0323,0.0390,0.2103,<0.0001,0.0007,3,14,<1,6,6,2,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2753,<15,-,-,-,-,-,-,11,3,NEG,5.96,-,-,-,-,<1,2753,<15,
153066,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1250,J AI33,-,1477160,Mepetom 1 (nieuw),Engine,Jenbacher,JMS 620 J11,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73330,815,815,-,04/01/2022 16:11 04/01,16/12/2021 00:00 16/12,Normal (Green),1050597,ling,1477154,30/12/2021 13:00 30/12,30/12/2021 17:18:49,Mepetom 1 (nieuw),NG1,True,Routine,-,-,04/01/2022 16:11:21,04/01/2022 13:00:00,-,244,Y,129,14.4,<0.05,0.08,2.85,4.4,0.0313,0.0347,0.2113,<0.0001,0.0007,3,10,<1,7,3,2,2,2,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2564,<15,-,-,-,-,-,-,9,3,NEG,6.37,-,-,-,-,<1,2564,<15,
153495,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1251,J C105,-,1254115,Groenewegen J.A.,Engine,Jenbacher,JMS 620 E166,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73658,1117,1117,-,12/01/2022 13:02 12/01,05/01/2022 00:00 05/01,Normal (Green),1048868,willr,4332791,10/01/2022 12:10 10/01,10/01/2022 13:21:17,Groenewegen J.A.,NG1,True,Routine,-,-,12/01/2022 12:01:57,12/01/2022 12:10:00,-,244,Y,130,14.4,<0.05,0.08,3.04,4.7,0.0316,0.0375,0.1997,<0.0001,0.0007,2,9,<1,3,<1,<1,2,3,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2440,<15,-,-,-,-,-,-,9,3,NEG,6.25,-,-,-,<1,<1,2440,<15,
153096,Jenbacher BV,-,Postbus 114,AC Alblasserdam  AG Alblasserdam,Netherland  Netherland,2950,+31 (0)880019772,+31 88 0019 701,GE0005.1251,J C105,-,1254115,Groenewegen J.A.,Engine,Jenbacher,JMS 620 E166,Jenbacher N Oil 40,-,E,GEJ-01,GEAG73359,840,840,-,04/01/2022 17:09 04/01,15/12/2021 00:00 15/12,Normal (Green),1050420,willr,4332791,30/12/2021 16:00 30/12,31/12/2021 09:53:19,Groenewegen J.A.,NG1,True,Routine,N,-,04/01/2022 16:09:31,04/01/2022 16:00:00,-,244,Y,127,14.4,<0.05,0.07,2.72,4.8,0.0311,0.0344,0.2072,<0.0001,0.0007,2,7,<1,3,2,<1,2,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,2520,<15,-,-,-,-,-,-,8,2,NEG,6.61,-,-,-,-,<1,2520,<15,
